Episode,Average Fitness
0,671.1194574025956
1,623.4704809537832
2,592.4374556112591
3,572.1709188566898
4,560.1315871648967
5,551.3891449472427
6,545.676360101538
7,542.0414137240624
8,539.3638004793225
9,537.3506723673324
10,535.9821271667209
11,534.7917639062641
12,533.8921403504751
13,533.199470028115
14,532.6636556013013
15,532.1091430993245
16,531.664080540562
17,531.3738068989721
18,531.0074450152761
19,530.7810598730332
