Episode,Average Fitness
0,19.418568368867305
1,6.917594542724538
2,4.582061151084821
3,3.442767295789132
4,2.82331311562906
5,2.510159749697343
6,2.1041104319930297
7,1.8022604750774842
8,1.5930016299211367
9,1.4006618261229908
10,1.21948360995361
11,1.02020044579877
12,0.7972029059162434
13,0.41149412717567907
14,0.16825740676817647
15,0.017624962811032957
16,-0.09630990556423788
17,-0.244512518314262
18,-0.3407139158249961
19,-0.4445358513549752
