-86.56124630280067,-86.56124630280067,-73.62681387075963,-64.67221262927262,-64.67221262927262,-63.67725357217927,-63.67725357217927,-50.74282114013823,-50.742821140138176,-50.742821140138176
-143.51823179404403,-143.51823179404403,-143.51823179404403,-143.51823179404403,-143.51823179404403,-127.35392713387853,-127.35392713387853,-127.35392713387853,-127.35392713387853,-127.35392713387853
-83.576328555195,-82.5813694981016,-78.60153830754757,-65.66710587550654,-75.61666617408707,-75.61666617408673,-75.61666617408673,-75.61666617408673,-75.61666617408673,-75.61666617408673
-76.61164542790004,-76.61164542789447,-82.58135442234925,-82.5813543392062,-82.5813543392062,-82.5813543392062,-81.5863952821133,-81.58639528211296,-81.58639528211296,-81.58639528211296
-110.4399059321205,-110.43990379306433,-110.43990379306422,-110.43990379306422,-110.43990379306422,-106.46007260251025,-67.65705427269876,-63.67722307149165,-62.6822640143983,-62.68226401439824
-54.72261103216607,-44.773036341218074,-44.77303629689072,-44.77303629689072,-61.6952470555766,-61.687355669093336,-99.6596841201382,-19.023112943656145,-18.904212043480186,-48.111702807777476
-91.78433968519562,-60.94081869099659,-59.94239733565257,-59.94239724175537,-58.94743823088402,-58.94743818466213,-58.94743818466213,-58.94743818466213,-58.947438184662076,-57.95247912757003
-87.55577213082279,-87.55577213002823,-87.55577213002823,-87.55577213002823,-86.56081307297927,-86.56081307293493,-86.56081307293493,-86.56081307293493,-86.56081307293493,-85.56585401584164
-80.59139564871373,-80.59139564869372,-55.71763662231916,-55.717636622319105,-129.34418743253855,-129.34418743253855,-129.34418743253798,-129.34418743253798,-129.34418743253792,-129.34418743253792
-44.79800067176927,-44.773031259071615,-44.773031259071615,-43.7780722019786,-43.77807220197832,-47.98244632176278,-75.86179576759139,-75.86175227635363,-62.927329353455775,-62.92729964758422
-55.705607987874146,-40.79341437354259,-26.03492077089936,-24.873936841271814,-23.878978226926733,-18.904192280396728,-18.90418677460542,-18.90418677460093,-18.90418677460093,-18.90418677460093
-47.96132901394503,-34.82950639642786,-33.8285383381301,-32.83357915140448,-31.838619326072262,-31.83861920664407,-30.84366025600707,-30.843660149553955,-30.843660149548725,-29.848701499650986
