,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,-30.550826870012465,3.0222530260355476,-35.280474951325395,59.64290904290426,-52.53413664633861,-83.04017013619537,56.06238260879785,19.039796536036146,76.90403403430092,-17.80751437636421,20.956860083748886,-95.67865220715875,-53.82207635640521,67.45744572632633,-59.74345001145,69.83289492041699,-1.6132685650642309,37.74103903347444,-14.896694727224645,9.203939088037801,-62.321443651243634,42.33892371314101,-76.96769683946556,-51.78218190900688,19.266300536739205,-94.49839119991665,58.19945321158951,-35.52532627540363,-31.332101032086758,-81.23618045212343
1,-30.540243308085085,2.994926643844591,-35.296707841831655,59.343483228259075,-52.95068175092408,-83.1577076334458,55.57780605724712,19.04004273154793,76.90272915210947,-17.824145164119535,20.955620919123458,-95.67711307286802,-53.82055308015345,67.47111224416994,-59.69976147211982,69.72874195901245,-1.4779207341395773,37.762424298590616,-14.949628945789843,9.169675440398468,-62.31449317533007,42.347864900130254,-76.94801499891376,-51.784509411000016,19.273868455926088,-94.51877479917088,58.193479421777845,-35.56674677013963,-31.337110047203506,-81.22774717369636
2,-30.64117286923565,2.9634095376257763,-35.300107955244805,59.47462695562629,-52.48353282525539,-83.20827607259186,56.080817569020226,19.040949744973258,76.90428635508715,-17.808833626685793,20.95517359239949,-95.68059175533185,-53.820147843403646,67.44591546457131,-59.7249562820584,69.5171923678874,-1.4298152616990587,37.8026651633612,-14.924640169866755,9.249306654418142,-62.30655973426077,42.345606564797556,-76.96921162664053,-51.786237129934484,19.265828980373847,-94.49842602125513,58.19896101400477,-35.531586394478644,-31.328441169020092,-81.22814555215349
3,-30.545195549490906,2.9925820267331362,-35.296561962509394,59.630784282686605,-52.62682306812278,-83.08370084734425,56.1802119459576,19.039648965671404,76.90286638157595,-17.806962270901302,20.95579180622257,-95.68117382791452,-53.8218138041692,67.465679536848,-59.73225797684985,69.72926977885221,-1.3518600279742243,37.81890942261391,-14.95294661310224,9.245488345902881,-62.30252845280611,42.34264455266415,-76.97481149728542,-51.78076247416466,19.265386243918304,-94.5071907510474,58.19968192375104,-35.52553194365868,-31.325458040537463,-81.23882819457836
4,-30.565413412709272,3.01421564071003,-35.285940580205235,59.52110916925888,-52.950440146821464,-83.03516980329424,56.21587051414801,19.039743826345784,76.90392159634254,-17.80910846538244,20.95548562270104,-95.67577679675423,-53.81927585716493,67.43513569426096,-59.734279862536425,69.65563397894101,-1.5684109805809034,37.752347477002765,-14.941245121373742,9.1526752312939,-62.3133159969889,42.34717804422617,-76.96755160634366,-51.782103021432455,19.265246193770697,-94.49851275646523,58.199227119193665,-35.52622406526883,-31.327999159188778,-81.23565519832233
5,-30.551153324651608,3.0232298080137174,-35.28489954878438,59.64519907779508,-52.54367989794878,-83.0331382713331,56.05439113760236,19.039719205398704,76.90396170337809,-17.807273476426584,20.957450909259663,-95.67855964805021,-53.82240260989638,67.45565990698384,-59.73766171950841,69.81452917428659,-1.2924585535944972,37.84633083342202,-14.96183616732014,9.15705442434456,-62.31692168960609,42.34747144781242,-76.97149462951468,-51.78218324047922,19.26652457553496,-94.49743997734484,58.19922891776126,-35.52513902683801,-31.33148815997462,-81.2361686722545
6,-30.545839033674188,3.014681617701192,-35.24923676523847,59.012700348243605,-53.008499293085976,-83.03519205409222,56.32922242592584,19.04011361419241,76.90391158582503,-17.808834863684034,20.956459135438084,-95.67880941348437,-53.82009144108549,67.46061900335472,-59.71730812278826,69.77876827783676,-1.4498528891273583,38.20537912176997,-14.915025463382307,9.176573327513202,-62.30681450757136,42.35269289210502,-76.96601042333333,-51.7840517039232,19.261418149424053,-94.50530931445553,58.198870665902945,-35.526270232548676,-31.31268763846968,-81.23059739761862
7,-30.550992327896644,3.0209177624791983,-35.2862412786257,59.65034067634149,-52.57100577661598,-83.0375045437663,56.051715341421364,19.039715791109018,76.90370943735583,-17.807953460178933,20.95776413477117,-95.67877725181259,-53.8220373033914,67.47694982132228,-59.750692564215456,69.86042048594204,-1.3438891226243943,37.7896213790502,-14.939180616647604,9.17744970611966,-62.31268051321062,42.34716760629856,-76.96889800706946,-51.78231619563286,19.267336581656675,-94.49903750555602,58.19975910081751,-35.525714245744034,-31.331853591784824,-81.23596610752995
8,-30.575206348346835,2.9640754526845474,-35.31867930641539,59.516594048988566,-52.51749023954243,-83.05970234365563,56.05328659523969,19.039977260724516,76.90390869862279,-17.811881947881368,20.95637700692054,-95.68234521327611,-53.821821248854775,67.4485046134305,-59.68517424891848,69.75741345549473,-1.5094566083217904,37.900122877856944,-14.887611221648758,9.316361279227236,-62.3150811814971,42.34340251909154,-76.96617870314725,-51.78602742926402,19.268044976478706,-94.50129133795639,58.197968964887124,-35.52520517712516,-31.330949616020376,-81.2327771763772
9,-30.55284490748292,3.011397666970336,-35.27345932441213,59.6245103701366,-52.61393833034281,-83.03159486488377,56.077890128326516,19.039504466531305,76.90333050625146,-17.80935306203758,20.95530016951252,-95.67888251019107,-53.82258359991959,67.47044486670711,-59.78643197878552,69.77435190838145,-1.4969230360251027,38.007104101801865,-14.900083566220745,9.258700480071253,-62.31993737289094,42.34254927725275,-76.97227189488108,-51.78186066411076,19.266015151620984,-94.49890768801994,58.19959300557738,-35.524993404111314,-31.33469918417044,-81.23538750478966
10,-30.550362675089605,3.024075867741141,-35.28388776433297,59.64529697032853,-52.544179340471814,-83.03340901254123,56.05631710189892,19.0397135393714,76.90399416211424,-17.80742810536864,20.957349452502168,-95.67830354085972,-53.82231162867976,67.46994060029459,-59.729165842112984,69.79367063466873,-1.3744005525681153,37.876269822770695,-14.939996371689265,9.226136435326374,-62.320579038008496,42.343130550994985,-76.96950307709169,-51.781745761350805,19.265975562604734,-94.49830658664482,58.19977409562988,-35.52533382061922,-31.33222330118385,-81.23626113997236
11,-30.570283697758324,3.0247772385112452,-35.29524224081857,59.81652857834902,-52.518120925477554,-83.07771687573064,56.21657951353848,19.039599468718404,76.90380260180886,-17.808943444595574,20.959486151690022,-95.69199290480523,-53.822320459298965,67.52175693223697,-59.7393233378834,69.67266531652683,-1.2383010688588714,37.84583623911653,-14.922262785996436,9.193448643140798,-62.321404641578155,42.34213767630595,-76.96861073503665,-51.78277229077664,19.267524619845773,-94.50006733064457,58.199280018348226,-35.52558028857981,-31.325187094811913,-81.23408174390654
12,-30.57630386261761,2.9896494858452343,-35.29590570413266,59.47336434110301,-52.88328719421056,-83.09900203908461,56.04638655364838,19.039578348660527,76.90394016816462,-17.807722554486894,20.955373859296486,-95.68565675051957,-53.821423592280034,67.46760281703573,-59.71418384438879,69.75467849026,-1.2661636073552145,37.71330664509246,-14.990390510737122,9.176834071999687,-62.31683689405977,42.356857992227546,-76.95688310155191,-51.78977937832178,19.26015513712618,-94.50684082462534,58.18653354629165,-35.53293670532165,-31.292713038797036,-81.23272107940785
13,-30.55040558028313,3.0240757558593985,-35.28388684754207,59.64529730047546,-52.54417931484947,-83.03340898846061,56.05628609134275,19.039713471167534,76.90399449297598,-17.807428083941,20.957349452295002,-95.6783035163777,-53.8223108282095,67.46994121502802,-59.72910608423912,69.79496934644507,-1.3744714947367003,37.87621144502759,-14.940001630560173,9.226194943580609,-62.320435609754256,42.34312705088984,-76.96950307723206,-51.78181280392581,19.265989203221647,-94.49833572334916,58.19972110397944,-35.52533382726594,-31.332136528571574,-81.23625754701288
14,-30.5503349097895,3.0240758028226282,-35.283881907072725,59.64529712890245,-52.544179279050134,-83.03340897658941,56.056289114372724,19.039712720327966,76.903995034836,-17.80742812192912,20.95734945107936,-95.67830353253325,-53.822311437791164,67.46994112881283,-59.72908368674865,69.79303752902328,-1.3745693617858568,37.87610116192569,-14.940004214727354,9.226179288974592,-62.32054594162051,42.343117489579534,-76.9695031045258,-51.78173865345173,19.26595547422166,-94.4983884402572,58.1998303154393,-35.52533381129127,-31.331677559001744,-81.23626526641604
15,-30.547825736317606,3.012235527220491,-35.29824264241943,59.603172451761885,-52.57912324013038,-83.05947738554009,56.094103805511914,19.03977284132767,76.90385078525593,-17.80772860816812,20.95439656807011,-95.68460525972661,-53.822947899319516,67.47773299081855,-59.7537391090704,69.75088056421885,-1.3764218362747702,37.47655039597144,-14.91638943895673,9.202877259284461,-62.31292629043245,42.341763929859454,-76.97587794711376,-51.78318422371537,19.266019522290044,-94.4983335596012,58.199206906377555,-35.50980786818512,-31.324398200393713,-81.23586040090947
16,-30.644902502685767,2.9335021620824775,-35.28256967119814,59.60954363879919,-52.92246720601883,-83.14382739580829,56.01856836789027,19.040518278613305,76.90342416900742,-17.80838297403488,20.951204088369597,-95.68045853676274,-53.82377569051056,67.46929842351706,-59.72890070386292,69.68731622999975,-1.4814026987221294,37.69001592386418,-14.901130595968887,9.164818673731574,-62.322094820737,42.3565255626676,-76.97002519980396,-51.7726217516091,19.265791368594144,-94.50320278110053,58.197569159965255,-35.52764984564939,-31.320537728383247,-81.23349942499357
17,-30.544433878768874,2.9841169364701763,-35.33186792188684,59.673946256750604,-52.53714442820537,-83.08615931981919,56.130931625274926,19.040006494268617,76.90341720741958,-17.808743704294773,20.954964825647846,-95.68148473648701,-53.81918834440702,67.46146699280119,-59.7721407829854,69.72678780580205,-1.5925786990002213,37.79717941812923,-14.935904246408299,9.265562033840123,-62.30466370750405,42.34315564969667,-76.96563083442365,-51.77942302726684,19.26644707986141,-94.4983638521638,58.201856970830946,-35.525569313508534,-31.324347570567067,-81.23636857464707
18,-30.550368693534356,3.0240759311081735,-35.28389352309707,59.64529727194145,-52.544179288313494,-83.03340910998139,56.056282892659276,19.039712620567602,76.90399578833674,-17.807428119869705,20.957349451156002,-95.67830356227371,-53.82231300328727,67.46994088725414,-59.72914878949726,69.7932579416569,-1.3742671329918592,37.87602794297138,-14.939991478957829,9.226185643124259,-62.320510560114386,42.34312755968536,-76.96950308519615,-51.78181398893822,19.265989669311455,-94.4982966938623,58.199804079631235,-35.525333821002185,-31.332275131780612,-81.23625863150646
19,-30.55873803571985,2.9988010873533675,-35.29818303251314,59.67601016914218,-52.94395514088428,-83.21276742531639,56.030234615781346,19.03970779468157,76.9038181438364,-17.809852769677878,20.955908580721044,-95.67908382924115,-53.82200182234405,67.46891004586999,-59.754445254924164,69.88308443034681,-1.540014112374411,37.87347106132027,-14.905714885771257,9.2391508088591,-62.3177834175517,42.35061688481143,-76.9640176800321,-51.78426640310063,19.26758496469259,-94.49813265889006,58.19878331080598,-35.525023843685574,-31.328731333901377,-81.23321936044607
