,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,53.6499875585975,5.679244280996215,-88.53667958409615,-93.58421131163999,-22.984548668087854,41.79802740666767,-52.36461847732492,33.81975159080591,83.87732800688815,-93.6628609873905,83.49056214118801,-83.65025588443835,-92.31990691082159,-68.77091415267817,-7.348689549207819,-70.57023582610546,57.97445846789046,62.543692739788156,-94.42283159741753,-82.02173945402012,-64.55174873241643,-39.12187419038076,8.451880743754842,50.175203562584215,-90.98667790024516,-66.32297852875477,-14.794118490741099,92.54148869305342,-88.87929678175057,-5.184628331078628
1,-30.540243308085085,2.994926643844591,-35.296707841831655,59.343483228259075,-52.95068175092408,-83.1577076334458,55.57780605724712,19.04004273154793,76.90272915210947,-17.824145164119535,20.955620919123458,-95.67711307286802,-53.82055308015345,67.47111224416994,-59.69976147211982,69.72874195901245,-1.4779207341395773,37.762424298590616,-14.949628945789843,9.169675440398468,-62.31449317533007,42.347864900130254,-76.94801499891376,-51.784509411000016,19.273868455926088,-94.51877479917088,58.193479421777845,-35.56674677013963,-31.337110047203506,-81.22774717369636
2,-30.64117286923565,2.9634095376257763,-35.300107955244805,59.47462695562629,-52.48353282525539,-83.20827607259186,56.080817569020226,19.040949744973258,76.90428635508715,-17.808833626685793,20.95517359239949,-95.68059175533185,-53.820147843403646,67.44591546457131,-59.7249562820584,69.5171923678874,-1.4298152616990587,37.8026651633612,-14.924640169866755,9.249306654418142,-62.30655973426077,42.345606564797556,-76.96921162664053,-51.786237129934484,19.265828980373847,-94.49842602125513,58.19896101400477,-35.531586394478644,-31.328441169020092,-81.22814555215349
3,8.7055009140647,-74.20840094325544,45.39404208947127,21.90853003568101,-5.878799828839448,-36.12031946117516,18.502237277232993,79.44941241820933,-84.24245203725715,13.580100235152386,2.6716358918195056,-26.68076847824365,-53.01671965184727,84.44318479468942,-95.7176813128867,-37.13997233390665,-24.424137302156197,80.100878297212,-24.023306068650413,-44.166694887561086,87.78354219183873,92.73675537670582,99.51797402976496,-59.4711123456116,83.18036237045717,58.344560842220915,79.68455850025018,23.910949343665237,-60.56826205922297,35.259459905062414
4,-30.565413412709272,3.01421564071003,-35.285940580205235,59.52110916925888,-52.950440146821464,-83.03516980329424,56.21587051414801,19.039743826345784,76.90392159634254,-17.80910846538244,20.95548562270104,-95.67577679675423,-53.81927585716493,67.43513569426096,-59.734279862536425,69.65563397894101,-1.5684109805809034,37.752347477002765,-14.941245121373742,9.1526752312939,-62.3133159969889,42.34717804422617,-76.96755160634366,-51.782103021432455,19.265246193770697,-94.49851275646523,58.199227119193665,-35.52622406526883,-31.327999159188778,-81.23565519832233
5,-30.551153324651608,3.0232298080137174,-35.28489954878438,59.64519907779508,-52.54367989794878,-83.0331382713331,56.05439113760236,19.039719205398704,76.90396170337809,-17.807273476426584,20.957450909259663,-95.67855964805021,-53.82240260989638,67.45565990698384,-59.73766171950841,69.81452917428659,-1.2924585535944972,37.84633083342202,-14.96183616732014,9.15705442434456,-62.31692168960609,42.34747144781242,-76.97149462951468,-51.78218324047922,19.26652457553496,-94.49743997734484,58.19922891776126,-35.52513902683801,-31.33148815997462,-81.2361686722545
6,-30.545839033674188,3.014681617701192,-35.24923676523847,59.012700348243605,-53.008499293085976,-83.03519205409222,56.32922242592584,19.04011361419241,76.90391158582503,-17.808834863684034,20.956459135438084,-95.67880941348437,-53.82009144108549,67.46061900335472,-59.71730812278826,69.77876827783676,-1.4498528891273583,38.20537912176997,-14.915025463382307,9.176573327513202,-62.30681450757136,42.35269289210502,-76.96601042333333,-51.7840517039232,19.261418149424053,-94.50530931445553,58.198870665902945,-35.526270232548676,-31.31268763846968,-81.23059739761862
7,77.0619100274487,-39.539574954427906,-49.527282756117174,63.17705560766237,18.51696769429057,11.741669894739658,80.993739955768,-63.25060648528458,6.963475649873658,-24.753114072278848,9.769203877618764,-38.56979343574167,8.275250769732594,44.48275279854016,-0.39149769232903964,39.18762204010403,-10.339869164354127,-44.343908407103136,78.86430688415734,5.574363853540092,-75.84717037310554,55.7024268631242,-91.08035299525663,15.336250089768683,-56.031277510703895,18.450212192995167,-21.313495586285597,-34.5638248972697,-61.495102780754294,61.14075194143126
8,-30.575206348346835,2.9640754526845474,-35.31867930641539,59.516594048988566,-52.51749023954243,-83.05970234365563,56.05328659523969,19.039977260724516,76.90390869862279,-17.811881947881368,20.95637700692054,-95.68234521327611,-53.821821248854775,67.4485046134305,-59.68517424891848,69.75741345549473,-1.5094566083217904,37.900122877856944,-14.887611221648758,9.316361279227236,-62.3150811814971,42.34340251909154,-76.96617870314725,-51.78602742926402,19.268044976478706,-94.50129133795639,58.197968964887124,-35.52520517712516,-31.330949616020376,-81.2327771763772
9,-6.766382837884819,38.23528279157716,22.346144487902464,-18.03848756463087,45.09277680886646,19.660290117556258,-73.32798251341701,-19.3460140230721,78.12695514475212,15.535860848586495,-14.93294515126236,72.20267730955504,88.46227733957633,-29.310069166403437,-56.34458111229572,-84.90683015712976,98.5786743246021,39.59394972101816,-93.34524697545604,59.949538597416336,9.613521665080398,13.703240492936473,3.9467224186464023,-75.87997690357292,94.56893986326153,-30.725342530684102,-63.26664304644978,43.45804084362345,46.05328909669541,84.4140117049177
