Action,Action Name,Replacement Threshold,Global Best Gravity,Individual Best Gravity
2,Increase Threshold for Replacement,1.0,1.4961802,1.4961802
3,Encourage social learning,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
2,Increase Threshold for Replacement,1.0,1.64579822,1.34656218
