5362,4372,3055,14784,4427
7445,4758,1357,15772,2668
7557,6188,962,13995,3298
9137,6355,850,10354,5304
7772,5487,847,8313,9581
6578,5154,789,7632,11847
5879,4768,750,6873,13730
5389,4222,672,6740,14977
5046,3750,711,6873,15620
4623,3427,669,7209,16072
4431,3263,919,7569,15818
4134,3219,1547,8402,14698
3827,3075,2386,8876,13836
4254,2909,2763,8908,13166
5081,2789,2540,8944,12646
5735,2585,2466,9013,12201
6309,2495,2554,8864,11778
6289,2666,2719,9162,11164
6674,2698,2918,8964,10746
6853,2645,3097,9101,10304
6945,2648,3076,9238,10093
7113,2812,3335,9013,9727
7068,2774,3659,8964,9535
7220,2733,3731,9121,9195
7351,2744,3950,9069,8886
7273,2772,4039,9240,8676
7331,2684,4172,9219,8594
7295,2750,4259,9204,8492
7216,2644,4292,9627,8221
7298,2618,4487,9320,8277
7443,2703,4481,9285,8088
7439,2748,4444,9345,8024
7464,2663,4520,9333,8020
7518,2809,4516,9337,7820
7640,2706,4581,9315,7758
7525,2756,4662,9247,7810
7465,2729,4644,9245,7917
7480,2655,4730,9357,7778
7609,2791,4797,9313,7490
7528,2743,4647,9356,7726
