Function Number,Run Number,Error,Time
18,27,145.8687265592814,47.239076375961304
18,28,134.05932371279084,47.27126121520996
18,29,168.20989306476645,47.31424164772034
18,30,157.96082279924804,47.220300912857056
19,1,5.512731002054863,17.42006826400757
19,2,5.173881997299873,17.544267416000366
19,3,5.282907499181988,17.520270109176636
19,4,4.216039712620727,17.462339401245117
19,5,4.483428081902048,17.50475764274597
19,6,4.918687472274257,17.469029664993286
19,7,5.959547729534961,17.423301935195923
19,8,4.63456360162894,17.523253917694092
19,9,3.0163693994027767,17.51207733154297
19,10,6.763788311233441,17.48833727836609
19,11,3.9669311847657696,19.551852464675903
19,12,5.2014103629059605,17.541728019714355
19,13,4.109049949513519,17.49845027923584
19,14,3.785803728453061,17.630080938339233
19,15,7.00902752463594,17.441115856170654
19,16,4.425538602608867,17.769747972488403
19,17,5.9346768504487954,17.634443044662476
19,18,6.727383317959152,17.598593711853027
19,19,5.425050103493106,17.410531759262085
19,20,3.918091399636694,17.425506591796875
19,21,5.223688660928019,17.514392137527466
19,22,4.668786073967567,17.30945086479187
19,23,5.496134645448137,17.74624228477478
19,24,5.976452102677229,17.58803415298462
19,25,4.994602001673115,17.581430435180664
19,26,3.252825382052663,17.763916492462158
19,27,6.127888943611595,19.138001203536987
19,28,6.472231944389989,17.572232484817505
19,29,4.5167510862493145,18.575506448745728
19,30,5.0152791857306624,17.482106685638428
20,1,11.62118440558936,25.994220972061157
20,2,11.687746843616196,31.01585030555725
20,3,11.2930450949857,26.784544229507446
20,4,11.749484127215851,195.84128212928772
20,5,12.343560957785485,110.39506769180298
20,6,12.574859696368321,26.858148097991943
20,7,11.527259455936473,25.89501953125
20,8,12.515465144585164,27.74630308151245
20,9,10.582205312210931,25.628737211227417
20,10,11.423421774431176,26.351760625839233
20,11,11.433110667014603,26.015775442123413
20,12,12.329892829681171,26.759609699249268
20,13,12.044971529178383,25.71255111694336
20,14,11.973172968054769,26.28677535057068
20,15,11.459665238251091,26.22734832763672
20,16,12.262924873389238,27.16987895965576
20,17,11.496996629665773,26.039698123931885
20,18,11.982694207924624,26.61776876449585
20,19,11.824765236831013,26.58389449119568
20,20,11.625531568849624,26.073336839675903
20,21,10.378656906640117,27.33270835876465
20,22,11.964627663515103,26.518903017044067
20,23,9.669950577099371,24.706064701080322
20,24,12.62522269952126,27.9587881565094
20,25,12.111638426993409,26.45249581336975
20,26,11.602019682104583,25.50883460044861
20,27,10.421200137869278,24.848931312561035
20,28,11.865558308275581,26.802671670913696
20,29,11.727555834524196,25.53303027153015
20,30,11.268577079275133,25.911741971969604
21,1,200.00000000000023,98.12284398078918
21,2,200.00000000000023,99.34290432929993
21,3,200.00000000000023,100.13441348075867
21,4,300.0000000000002,99.44694495201111
21,5,200.00000000000023,371.6905725002289
21,6,200.00000000000023,312.4043674468994
21,7,300.0000000000002,163.9497425556183
21,8,200.00000000000023,100.2123634815216
21,9,200.00000000000023,100.22331619262695
21,10,443.5441416597632,100.26541090011597
21,11,200.00000000000023,98.67435503005981
21,12,200.00000000000023,100.22007346153259
21,13,300.00000000000034,100.5524549484253
21,14,200.00000000000023,99.25540113449097
21,15,200.0000000013855,103.52507758140564
21,16,300.0000000000002,101.19919991493225
21,17,300.0000000000002,103.08095979690552
21,18,200.00000000000284,99.66184568405151
21,19,200.00000000000023,101.85916709899902
21,20,200.00000000000023,98.81099820137024
21,21,200.00000000000023,99.2859718799591
21,22,200.00000000000023,99.41391944885254
21,23,200.00000000000023,99.49438810348511
21,24,200.00000000000023,100.17771315574646
21,25,200.00000000000023,105.83754110336304
21,26,300.00000000000045,99.32208299636841
21,27,300.0000000000002,100.24296498298645
21,28,200.00000000000023,99.66743803024292
21,29,200.00000000000023,99.4457528591156
21,30,300.0000000000002,103.71774125099182
22,1,2917.3898961584528,133.8839521408081
22,2,2661.3048696848327,135.07560801506042
22,3,1734.903542922073,134.54139733314514
22,4,2985.3162339731134,133.36145401000977
22,5,2871.2831705541425,133.27835726737976
22,6,3141.968194752195,137.47124195098877
22,7,2347.139519408124,133.37073469161987
22,8,2450.584383706057,134.97545099258423
22,9,2497.5189325247834,133.75010204315186
22,10,3103.4827174214824,133.12936758995056
22,11,3093.8817519412437,134.0665364265442
22,12,2701.886421275645,133.40785908699036
22,13,3140.459447800763,133.86508321762085
22,14,2960.0803925186246,133.72797775268555
22,15,2878.729641214223,133.9423098564148
22,16,2709.828493205614,135.24045300483704
22,17,1893.1156992543902,134.18781661987305
22,18,3109.063851803752,135.24282479286194
22,19,2847.5971919160766,134.87952518463135
22,20,2814.691255470715,133.03260612487793
22,21,2963.3151012481276,133.14556241035461
22,22,3178.0724727336064,133.1905484199524
22,23,2792.864320621577,134.07921481132507
22,24,3410.0220098679256,137.62450671195984
22,25,2773.821955445993,141.2187840938568
22,26,2671.654350086408,135.22710466384888
22,27,2676.61192278304,134.6420464515686
22,28,3130.1848084755693,135.8238706588745
22,29,3346.305734892716,133.59282779693604
22,30,2623.3923021274413,134.4095573425293
23,1,2963.5499968930308,138.09377455711365
23,2,3653.502662023666,140.17544960975647
23,3,4048.122828307456,140.4965147972107
23,4,3830.6526457034543,139.5435094833374
23,5,5074.421556273825,139.5135359764099
23,6,2886.175996034841,139.255610704422
23,7,3987.2792348995517,141.25625205039978
23,8,3036.1133374110577,140.57684421539307
23,9,4972.270706087684,139.88926148414612
23,10,3837.573814895408,141.53510546684265
23,11,4708.1647549747395,141.89112877845764
23,12,4239.059922507861,140.72774171829224
23,13,5144.684185184751,140.07298469543457
23,14,4573.981456524831,142.77034783363342
23,15,4453.796026956881,140.265620470047
23,16,5103.005015768275,140.2512331008911
23,17,3202.401880608547,141.4514627456665
23,18,4724.671524430052,140.3554003238678
23,19,3588.722102286658,142.85272216796875
23,20,4138.377947301047,139.9015395641327
