Function Number,Run Number,Error,Time
20,23,11.338690051017807,76.96300792694092
20,24,11.574434753563764,76.53417325019836
20,25,11.875630043154388,75.40188932418823
20,26,12.832895795551508,79.0189151763916
20,27,11.796405665864086,77.03719735145569
20,28,12.205275479582383,80.7970871925354
20,29,11.926797343816247,77.24472618103027
20,30,11.648197027187393,78.5615963935852
21,1,200.0000000000001,235.59146332740784
21,2,300.0000000000002,238.685307264328
21,3,200.00000000000023,241.75016117095947
21,4,200.00000000000045,236.45200538635254
21,5,300.0000000000002,234.9914746284485
21,6,200.00000000000023,240.85145354270935
21,7,200.0000000000001,238.97954273223877
21,8,300.00000000000045,238.15734219551086
21,9,300.0000000000002,242.50753688812256
21,10,300.0000000000002,232.64864492416382
21,11,200.00000000000023,238.72804498672485
21,12,100.00000000000045,237.21042823791504
21,13,300.00000000000034,242.15578484535217
21,14,200.00000000000023,235.34301161766052
21,15,200.00000000000023,237.75858688354492
21,16,200.00000508493076,239.33175492286682
21,17,200.00000000000023,236.95959973335266
21,18,200.0000000000009,241.10690546035767
21,19,300.0000000000001,237.6999068260193
21,20,300.0000000000002,233.5741662979126
21,21,300.0000000000002,237.52989959716797
21,22,200.00062941815293,242.30746936798096
21,23,300.0000000000002,235.44763278961182
21,24,200.00000000000023,235.50719261169434
21,25,200.00000000000023,1281.9078767299652
21,26,300.0000000000002,233.88827466964722
21,27,200.00000000000023,245.12065362930298
21,28,300.0000000000002,233.54635500907898
21,29,300.00000000000045,233.26761937141418
21,30,300.0000000000002,258.5996289253235
22,1,2678.4473212764055,370.8019242286682
22,2,2400.488862065896,332.97878909111023
22,3,3787.2940454490226,378.63235330581665
22,4,2814.179869157999,414.1177718639374
22,5,3753.951770819521,406.8224723339081
22,6,3134.0225450949392,380.21842885017395
22,7,2444.5146879967606,324.99641728401184
22,8,3760.174126766663,319.9226725101471
22,9,3005.786760288797,327.79127073287964
22,10,2827.4013135617556,324.8260385990143
22,11,2542.9218518526627,334.7589280605316
22,12,2325.092327624101,380.26725602149963
22,13,2898.509073285525,646.6707446575165
22,14,2630.513794829288,1126.7009403705597
22,15,3511.5867222650886,341.4465937614441
22,16,2979.36220377514,401.0405557155609
22,17,3107.7144180054893,341.0843291282654
22,18,2859.7283865716877,335.0490746498108
22,19,2570.2201573637803,350.64708399772644
22,20,2393.1000935989823,340.09800696372986
22,21,2943.9093523313772,339.0232274532318
22,22,3040.922398560481,326.6265449523926
