3780,2684,2709,2831,19996
1835,1833,1691,1462,25179
1314,1318,1414,1088,26866
1079,1141,1179,994,27607
1072,985,1092,874,27977
1061,947,1021,770,28201
973,914,939,740,28434
939,842,905,801,28513
939,805,793,838,28625
926,789,790,751,28744
920,837,775,787,28681
1001,809,787,831,28572
1027,861,725,773,28614
1114,966,713,792,28415
1126,940,768,872,28294
1145,961,772,833,28289
1166,925,722,883,28304
1118,959,769,929,28225
1111,961,794,921,28213
1117,934,740,946,28263
1107,893,775,950,28275
1060,916,760,999,28265
1136,897,789,989,28189
1160,865,745,990,28240
1043,876,792,1062,28227
1102,869,768,1069,28192
985,925,800,1081,28209
1052,856,796,1148,28148
1064,899,799,1154,28084
1040,832,771,1114,28243
1015,909,786,1129,28161
985,812,844,1179,28180
985,811,852,1194,28158
1016,848,834,1163,28139
1014,830,829,1246,28081
988,850,864,1276,28022
954,838,811,1292,28105
1003,826,740,1319,28112
995,794,830,1345,28036
980,806,827,1288,28099
