Episode,Average Fitness
0,1277.0320084327766
1,1276.8756835840827
2,1276.862127272918
3,1276.8470126566458
4,1276.8393694051185
5,1276.8262144951634
6,1276.8211295232436
7,1276.820623133781
8,1276.8195084270994
9,1276.8151184522671
10,1276.8101498918911
11,1276.8065449527073
12,1276.8025275693708
13,1276.797808379249
14,1276.7954918731384
15,1276.7857915512402
16,1276.7841573393807
17,1276.78088603411
18,1276.779440421856
19,1276.7782515218876
