Warning: Gym version v0.24.0 has a number of critical issues with `gym.make` such that the `reset` and `step` functions are called before returning the environment. It is recommend to downgrading to v0.23.1 or upgrading to v0.25.1
2024-01-24 08:34:09.191614: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 AVX512F FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2024-01-24 08:34:13.059245: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 30977 MB memory:  -> device: 0, name: Tesla V100-SXM2-32GB, pci bus id: 0000:af:00.0, compute capability: 7.0
2024-01-24 08:34:21.109406: I tensorflow/stream_executor/cuda/cuda_dnn.cc:368] Loaded cuDNN version 8200
==== Experiment:  DRQN_PSO_19
==== Args used:
Namespace(network_type='DRQN', algorithm='PSO', func_num=19, train=True, steps=20000)
>> Training mode. Number of Steps to Train: 20000
num_actions: 5
Episode#1 Reward:-5.136442366942731
Episode#2 Reward:-4.485518328150647
Episode#3 Reward:-2.710181242786348
Episode#4 Reward:-3.077828355075326
Episode#5 Reward:-5.0741210797204985
Episode#6 Reward:-2.483812877195305
Episode#7 Reward:-4.080294854069507
Episode#8 Reward:-2.2677970733493567
Episode#9 Reward:-3.0739487260580063
Episode#10 Reward:-1.6321550810534973
Episode#11 Reward:-1.6595006360294065
Episode#12 Reward:-3.2332268371683313
Episode#13 Reward:-3.442801898559992
Episode#14 Reward:-2.218332575634122
Episode#15 Reward:-2.685428835451603
Episode#16 Reward:-3.427879656846926
Episode#17 Reward:-3.915238064200821
Episode#18 Reward:-3.4077133814157605
Episode#19 Reward:-1.5755155740248483
step = 20: loss = [0.005063568, 0.0052598123, 0.00598869, 0.007954749, 0.005103198, 0.0056352383, 0.0044383733, 0.006395409, 0.005209606, 0.006504316]
Episode#20 Reward:-2.501932168599012
Episode#21 Reward:-4.136315178126097
Episode#22 Reward:-4.00556507735746
Episode#23 Reward:-2.2311912947698147
Episode#24 Reward:-4.590353302599397
Episode#25 Reward:-2.685043850215152
Episode#26 Reward:-2.2460331926122308
Episode#27 Reward:-3.133622381312307
Episode#28 Reward:-1.6383917835191824
Episode#29 Reward:-1.907821485772729
Episode#30 Reward:-1.7030619116555954
Episode#31 Reward:-4.48969955497887
Episode#32 Reward:-2.3177962489917263
Episode#33 Reward:-3.7007407071068883
Episode#34 Reward:-2.2057251817313954
Episode#35 Reward:-2.3577916510839714
Episode#36 Reward:-2.48382204045447
Episode#37 Reward:-4.255928029233473
Episode#38 Reward:-3.116781818680465
Episode#39 Reward:-2.3144944319371916
step = 40: loss = [0.005235345, 0.0038658238, 0.002051928, 0.0042948034, 0.0037743268, 0.0042256527, 0.00372924, 0.0036234271, 0.003637134, 0.0045807073]
Episode#40 Reward:-3.743356071296148
Episode#41 Reward:-2.9694093897705898
Episode#42 Reward:-2.2181521877646446
Episode#43 Reward:-2.332028158940375
Episode#44 Reward:-6.68201804839191
Episode#45 Reward:-2.1790080131031573
Episode#46 Reward:-3.273505340105885
Episode#47 Reward:-2.393250197172165
Episode#48 Reward:-2.7352678030729294
Episode#49 Reward:-4.051213754533308
step = 50: Average Return = -2.841439780764631
Episode#50 Reward:-2.2748842872679234
Episode#51 Reward:-3.322162002325058
Episode#52 Reward:-3.1245241165161133
Episode#53 Reward:-1.905460000038147
Episode#54 Reward:-2.795185072813183
Episode#55 Reward:-4.627463818411343
Episode#56 Reward:-1.4796702809726412
Episode#57 Reward:-1.91885007002071
Episode#58 Reward:-2.037576688162517
Episode#59 Reward:-2.8973803750868683
step = 60: loss = [0.003479822, 0.0033344477, 0.0025981886, 0.0022755691, 0.003997824, 0.0044031898, 0.0029336577, 0.003176998, 0.0034623682, 0.0027961463]
Episode#60 Reward:-2.7192800281350173
Episode#61 Reward:-3.6283968635507335
Episode#62 Reward:-3.7879925221204758
Episode#63 Reward:-3.625212226063013
Episode#64 Reward:-4.013631529527629
Episode#65 Reward:-2.056553911534138
Episode#66 Reward:-2.4788558249128982
Episode#67 Reward:-3.918257884681225
Episode#68 Reward:-2.3894689407316037
Episode#69 Reward:-2.040805391035974
Episode#70 Reward:-2.54324063367676
Episode#71 Reward:-2.494430942228064
Episode#72 Reward:-4.1947903502732515
Episode#73 Reward:-2.314990282058716
Episode#74 Reward:-2.1157272215059493
Episode#75 Reward:-3.0634696599590825
Episode#76 Reward:-2.3914746791124344
Episode#77 Reward:-2.445732496678829
Episode#78 Reward:-2.978572864783928
Episode#79 Reward:-3.3978240797296166
step = 80: loss = [0.0020108847, 0.0023147538, 0.0024044735, 0.0032642903, 0.0036184285, 0.0025612866, 0.0022997004, 0.002651645, 0.0032624693, 0.0024671233]
Episode#80 Reward:-2.6978448294103146
Episode#81 Reward:-2.6622978897739813
Episode#82 Reward:-2.6634431269194465
Episode#83 Reward:-2.8137747924379255
Episode#84 Reward:-2.7893120613953215
Episode#85 Reward:-2.0947869028896093
Episode#86 Reward:-4.103572324558627
Episode#87 Reward:-3.8931945984368213
Episode#88 Reward:-2.311997890472412
Episode#89 Reward:-2.9332146493543405
Episode#90 Reward:-1.8648340250947513
Episode#91 Reward:-3.2987205312238075
Episode#92 Reward:-2.1654153639246942
Episode#93 Reward:-3.010091682896018
Episode#94 Reward:-2.0515696481361374
Episode#95 Reward:-3.017025223030032
Episode#96 Reward:-2.5885001363877223
Episode#97 Reward:-5.189693892150274
Episode#98 Reward:-2.8333469989011064
Episode#99 Reward:-3.358766146029666
step = 100: loss = [0.0046181832, 0.0030246482, 0.0027115913, 0.002473922, 0.0032365676, 0.0028906418, 0.0025207475, 0.0032835936, 0.00222165, 0.00493537]
step = 100: Average Return = -5.490451172026951
Episode#100 Reward:-1.8770995847298764
Episode#101 Reward:-4.903610465305974
Episode#102 Reward:-3.3342749774456024
Episode#103 Reward:-1.705716193853732
Episode#104 Reward:-3.0478693433105946
Episode#105 Reward:-2.312360443981561
Episode#106 Reward:-2.6564310789108276
Episode#107 Reward:-2.8381482157856226
Episode#108 Reward:-6.178019059821963
Episode#109 Reward:-4.313089553266764
Episode#110 Reward:-2.1968998521970207
Episode#111 Reward:-2.021641311934218
Episode#112 Reward:-1.8789192140102386
Episode#113 Reward:-2.5716493282525335
Episode#114 Reward:-1.7886649500578642
Episode#115 Reward:-4.2644471526145935
Episode#116 Reward:-2.306293865200132
Episode#117 Reward:-2.8444144278764725
Episode#118 Reward:-2.0604710578918457
Episode#119 Reward:-4.626237109330077
step = 120: loss = [0.0029028794, 0.0041161496, 0.0024269843, 0.0032998659, 0.004980604, 0.002041455, 0.002785842, 0.0031100977, 0.0035012742, 0.0028909803]
Episode#120 Reward:-3.0744977202266455
Episode#121 Reward:-1.9722081914078444
Episode#122 Reward:-2.3232669085264206
Episode#123 Reward:-2.736264020204544
Episode#124 Reward:-2.5513783991336823
Episode#125 Reward:-2.8839262925666844
Episode#126 Reward:-2.6871828537201736
Episode#127 Reward:-3.2491284236311913
Episode#128 Reward:-2.2189543563872576
Episode#129 Reward:-2.4647614012646955
Episode#130 Reward:-2.898015573620796
Episode#131 Reward:-2.6303182244300842
Episode#132 Reward:-2.835501023029792
