3427,4138,3386,2941,18108
1546,5428,1531,1492,22003
1245,5957,1190,2755,20853
1052,5572,1024,5278,19074
1154,5442,900,6504,18000
1233,5502,825,6867,17573
1209,5442,889,6679,17781
1060,5107,1101,6366,18366
1042,4977,1239,6105,18637
1043,4725,1359,6054,18819
1007,4663,1515,5823,18992
1097,4299,1650,5916,19038
1070,4290,1866,5614,19160
1230,3981,1896,5405,19488
1367,3859,1860,5397,19517
1713,3956,1830,5365,19136
1828,3819,1849,5287,19217
2271,3641,1729,5266,19093
2337,3775,1821,5103,18964
2458,3569,1797,5153,19023
2606,3545,1792,5250,18807
2767,3537,1698,5144,18854
2777,3409,1793,5250,18771
2809,3443,1750,5245,18753
2986,3310,1763,5280,18661
2872,3297,1737,5352,18742
2964,3099,1789,5399,18749
3045,3104,1817,5323,18711
3190,3085,1720,5355,18650
3159,3164,1767,5302,18608
3136,3080,1819,5387,18578
3116,3097,1885,5355,18547
3117,2995,1868,5231,18789
3300,3018,1816,5424,18442
3242,2992,1780,5348,18638
3189,3060,1906,5324,18521
3081,3014,1842,5339,18724
3233,3059,1806,5275,18627
3382,2970,1810,5324,18514
3368,2895,1781,5566,18390
