Episode,Average Fitness
0,-668.6884782051245
1,-680.2917900134892
2,-683.5223128456281
3,-684.9799080510207
4,-685.8039953857857
5,-686.368315768627
6,-686.7873836889445
7,-687.1101718750141
8,-687.3782439212436
9,-687.591217324074
10,-687.7719344888852
11,-687.9256966006026
12,-688.0618282794048
13,-688.1856044438748
14,-688.2974496734644
15,-688.3975030075543
16,-688.5096926472636
17,-688.6127612011155
18,-688.6936176671192
19,-688.7685217059749
