Episode,Average Fitness
0,-313.89529995218703
1,-315.73341633974337
2,-315.78433507717176
3,-315.78535022172207
4,-315.80623467350745
5,-315.8062443165779
6,-315.80624431662153
7,-315.80624431662153
8,-315.80624431662153
9,-315.80723927561996
10,-315.80723927567857
11,-315.80723927567857
12,-315.80723927567857
13,-315.80723927567857
14,-315.80723927567857
15,-315.80723927567857
16,-315.80723927567857
17,-315.80723927567857
18,-315.80723927567857
19,-315.80723927567857
