Action,Action Name,Replacement Threshold,Global Best Gravity,Individual Best Gravity
4,Encourage individual learning,1.0,1.34656218,1.64579822
4,Encourage individual learning,1.0,1.2119059620000001,1.8103780420000002
0,Do nothing,1.0,1.2119059620000001,1.8103780420000002
0,Do nothing,1.0,1.2119059620000001,1.8103780420000002
0,Do nothing,1.0,1.2119059620000001,1.8103780420000002
0,Do nothing,1.0,1.2119059620000001,1.8103780420000002
3,Encourage social learning,1.0,1.3330965582000003,1.6293402378000001
3,Encourage social learning,1.0,1.4664062140200005,1.4664062140200003
3,Encourage social learning,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
2,Increase Threshold for Replacement,1.0,1.6130468354220007,1.3197655926180003
