-81.24790282678612,-80.62481685895568,-80.15396940389758,-79.02290026317814,-78.51669472940466,-78.05913585411997,-77.4585604419467,-76.88863294343298,-76.4975200168135,-75.96922098234666
-100.02933795889805,-79.33493639271137,-50.963117568626444,-50.88098445957246,-50.88097947211679,-50.88097946784694,-50.880979467843076,-50.880979467843076,-50.88097946784296,-50.88097946784296
-45.22021988169399,-42.64423373472641,-20.855914901398023,-18.046450915631226,-16.387724791039204,-16.368544707410706,-16.36851076289497,-16.368509719665553,-16.368509675552218,-16.36850967089174
-106.03167583607535,-103.46175972280878,-20.95250687964824,-19.41033093501278,-17.87119952454964,-17.746055459910963,-17.66533329055528,-17.58595739455211,-17.53406679777993,-17.49654120130026
-80.43851721849285,-79.93966312198836,-79.55013371875953,-79.1983978248976,-78.85651745116775,-78.55900554034451,-78.01909873664295,-76.9397540383751,-75.76097871676177,-74.75943098714413
-78.71625913620665,-77.64703773074655,-77.22619234359468,-76.79091740169395,-76.60163484409759,-76.449351401841,-76.3267330472936,-76.21443140725648,-76.12987410467724,-43.02538265030853
-29.295468474567087,-27.844031399056462,-27.82906033563586,-27.828853390795757,-27.630772883550094,-34.06391817181532,-33.90850004198194,-27.887920924494097,-27.829963740641915,-27.828861624488127
-50.04962852999472,-44.765716118974524,-42.1646073186065,-20.311235666053335,-18.225631417050522,-17.66711083091741,-17.63267601152984,-17.628456561257053,-17.627733430433295,-16.580111191521155
-71.65329910767139,-70.38982641412122,-68.84137496939525,-67.76501403262318,-66.9392697211864,-0.2674118748429919,-0.2429553783680376,-0.21742704787686762,-0.1942425834521373,-0.19365770009233074
-43.9504006251658,-36.40779009454491,-17.718959051946626,-17.713946602706073,-16.37469897387757,-16.368516556860754,-16.368509644910773,-16.284486220086023,-15.822870786590329,-15.620762018405799
-95.15261954054972,-36.26870486054713,-28.389728989631067,-28.209565156037115,-28.20926071457086,-28.177111567362317,-26.464547043227526,-26.407418658872757,-26.40741816135403,-26.407418153718936
-70.84616728187314,-70.43538062255834,-69.00694688544854,-4.3515912324792225,-2.301037957547237,-1.9828275778182842,-1.6679019890229938,-1.432612760273173,-1.2922236258154953,-1.1249951711022277
-16.228078455658647,-16.0885674110084,-15.904127815420907,-15.782580227029712,-15.618590860549489,-15.397282059509507,-15.203224567135521,-15.01794612429751,-14.996731047752291,-14.995976473900328
-20.432148039755134,-18.30283849719467,-16.741021209021937,-16.71313726724054,-15.960852849406024,-15.782250152828965,-15.574720360066749,-15.352487984953314,-15.197007248615591,-14.960626318336836
-75.48331488081237,-44.68375766073507,-43.631637612451755,-41.68507700205964,-37.52091659371763,-21.312238713174338,-18.096235977108222,-17.80023851361716,-17.660958540488537,-17.630442583860372
-17.99942387070223,-16.447939228949508,-16.41484907337997,-16.400059646664317,-16.399393750843615,-16.39904156817215,-16.24519007394531,-15.785316767615996,-14.594971279088895,-13.888105952291994
-16.582954531843825,-15.352251105675236,-14.606576354029471,-14.091889507477276,-13.895466735423042,-13.827238564175673,-13.796940861348844,-13.776533805056033,-13.769204854994996,-13.76167615654822
-90.08465248603238,-31.552157427910856,-27.862458237049623,-27.829852447860503,-27.828855576395426,-27.82882410625723,-26.763020435820636,-41.73753975354941,-19.39030761480751,-17.617356302915482
-21.099501949314686,-17.649881817033588,-17.628271585474067,-88.24358267089326,-44.66732816307717,-33.75687997482885,-19.388617262675552,-17.835368381172998,-16.60823321533576,-16.381204847802337
-91.00927432175104,-71.07594769825232,-49.47556851860736,-48.654299122410976,-48.648783165444684,-44.8964118877351,-42.67925542807882,-22.47468987527941,-17.83444656948177,-17.6384813540094
-46.747199506043785,-42.608017996689,-20.44474261497885,-18.350194017457966,-17.724689393084077,-17.636815420798257,-17.628890670871215,-17.627805476311778,-17.627728889126956,-17.627719563338246
-27.879804313511045,-27.038737539674685,-26.52702475297633,-26.436660042555445,-26.415628319652683,-43.86346729379454,-25.953527485973154,-18.453817379725706,-17.682224350972092,-17.633109677442576
