51,83,61,44,55,69,43,400,194
16,99,38,9,8,103,7,567,153
67,118,41,6,26,196,1,419,126
39,64,31,68,51,196,13,444,94
15,51,19,11,33,58,53,651,109
8,25,18,2,33,30,17,765,102
4,19,33,5,19,26,6,794,94
10,12,47,7,5,18,3,808,90
9,3,38,11,2,34,8,821,74
30,14,9,8,24,46,8,778,83
17,6,22,4,10,5,1,868,67
15,21,15,24,52,10,2,797,64
56,20,15,83,87,3,0,692,44
25,13,20,63,53,1,12,758,55
4,13,17,3,20,5,8,857,73
1,7,21,73,45,11,29,722,91
3,2,9,150,35,16,39,684,62
3,0,1,21,28,13,7,870,57
2,4,3,1,31,15,4,879,61
0,2,1,1,45,0,2,887,62
1,1,0,11,29,14,3,872,69
1,0,0,1,23,31,1,890,53
1,1,2,1,28,22,1,870,74
0,2,4,0,49,0,1,870,74
2,0,1,1,34,14,2,880,66
2,0,2,2,2,10,2,917,63
2,0,2,2,5,6,0,912,71
0,0,0,2,2,9,1,889,97
2,2,0,1,1,2,1,931,60
0,2,1,0,2,2,1,947,45
0,2,5,1,1,0,1,877,113
5,3,8,1,5,2,0,847,129
4,2,26,1,2,2,0,863,100
4,3,6,0,5,4,2,877,99
0,3,14,2,2,2,0,846,131
1,17,17,2,3,1,0,803,156
1,1,5,4,2,1,1,783,202
1,0,3,2,4,1,2,766,221
2,2,8,0,14,1,1,596,376
0,0,12,4,9,3,0,684,288
