Action,Action Name,Replacement Threshold,Global Best Gravity,Individual Best Gravity
0,Do nothing,1.0,1.4961802,1.4961802
0,Do nothing,1.0,1.4961802,1.4961802
0,Do nothing,1.0,1.4961802,1.4961802
3,Encourage social learning,1.0,1.64579822,1.34656218
3,Encourage social learning,1.0,1.8103780420000002,1.2119059620000001
0,Do nothing,1.0,1.8103780420000002,1.2119059620000001
3,Encourage social learning,1.0,1.9914158462000005,1.0907153658000002
3,Encourage social learning,1.0,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.95,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.9025,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.8573749999999999,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.8145062499999999,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.7737809374999999,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.7350918906249998,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.6983372960937497,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.6634204312890623,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.6302494097246091,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.5987369392383786,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.5688000922764596,2.1905574308200007,0.9816438292200002
1,Decrease Threshold for Replacement,0.5403600876626365,2.1905574308200007,0.9816438292200002
