Episode,Average Fitness
0,1006.7758790346415
1,1005.180876310933
2,1005.1797119981692
3,1005.1797111657662
4,1005.1797111651454
5,1005.1797111651454
6,1005.1797111651454
7,1005.1797111651454
8,1005.1797111651454
9,1005.1797111651454
10,1005.1797111651454
11,1005.1797111651454
12,1005.1797111651454
13,1005.1797111651454
14,1005.1797111651454
15,1005.1797111651454
16,1005.1797111651454
17,1005.1797111651454
18,1005.1797111651454
19,1005.1797111651454
