Episode,Average Fitness
0,613.3939902347162
1,612.909028249084
2,612.6304259199391
3,612.46855412018
4,612.3725810404227
5,612.3049751328238
6,612.2579134918305
7,612.2211781663175
8,612.1935243870249
9,612.1703862462206
10,612.1455000451682
11,612.1245301352119
12,612.1104182281609
13,612.0985856311916
14,612.0892361436019
15,612.08144933583
16,612.0742941530738
17,612.0687588064719
18,612.0625538545835
19,612.0577444411093
