116,98,96,101,150,93,124,113,109
86,87,116,91,155,87,186,99,93
80,71,100,86,183,90,213,78,99
69,82,143,79,114,113,236,103,61
51,66,237,70,59,66,328,61,62
54,51,308,50,57,74,282,66,58
49,50,375,55,62,72,245,45,47
51,48,344,44,52,72,277,48,64
38,64,311,30,44,72,317,90,34
65,95,351,41,28,46,264,61,49
43,49,289,34,40,100,360,50,35
38,74,395,38,30,34,280,71,40
26,89,343,32,29,67,311,69,34
19,107,335,51,27,100,282,56,23
33,32,339,15,16,68,445,26,26
26,29,271,17,18,14,583,20,22
23,73,401,18,16,43,376,22,28
17,73,257,66,23,59,444,35,26
60,36,211,58,27,27,451,75,55
46,53,327,88,11,124,243,65,43
9,13,233,44,7,15,648,8,23
4,12,408,49,13,18,442,31,23
7,21,300,31,9,53,538,18,23
12,13,253,36,3,57,598,10,18
7,30,170,50,2,81,642,10,8
8,24,251,43,5,68,583,13,5
8,21,130,34,4,69,717,10,7
13,29,303,34,4,54,543,14,6
8,44,434,28,6,37,413,23,7
5,8,269,45,3,39,619,8,4
4,10,202,48,2,55,665,9,5
12,13,117,44,6,35,761,9,3
4,8,181,38,1,45,710,6,7
6,18,109,50,6,58,731,16,6
4,3,252,36,6,35,640,13,11
3,12,136,41,2,48,743,14,1
6,7,282,30,32,51,570,9,13
2,0,241,45,3,27,655,12,15
4,5,198,45,1,86,649,1,11
4,3,403,28,19,75,453,5,10
