157,109,105,91,116,109,110,100,103
258,91,87,82,92,90,114,99,87
321,85,75,94,95,71,78,87,94
181,72,219,79,111,66,92,74,106
79,94,384,52,86,69,85,62,89
60,75,289,61,246,61,63,74,71
36,190,149,55,177,49,49,46,249
144,204,141,48,99,44,38,41,241
198,120,91,30,104,45,95,40,277
93,86,108,42,107,33,150,40,341
109,133,94,29,34,38,315,38,210
97,124,139,30,55,24,276,35,220
71,159,110,77,112,20,262,91,98
45,44,177,573,68,26,24,24,19
50,358,315,55,82,19,70,15,36
25,334,116,19,269,17,137,11,72
24,402,46,15,318,15,37,17,126
10,528,82,9,243,12,13,14,89
16,403,244,17,135,14,75,30,66
70,431,294,9,18,12,15,74,77
45,270,303,11,9,25,156,82,99
19,253,293,7,18,40,93,142,135
85,241,276,12,38,19,129,144,56
72,84,85,11,65,88,90,438,67
47,224,175,6,17,27,150,176,178
56,127,164,5,8,44,119,226,251
27,171,74,5,131,41,345,121,85
22,128,109,11,23,48,383,135,141
34,226,62,9,40,4,425,70,130
40,256,119,6,32,46,373,81,47
33,134,61,77,6,43,483,53,110
11,126,82,97,29,11,461,22,161
13,165,145,94,36,13,462,28,44
24,220,269,41,33,10,326,11,66
21,157,45,131,66,3,442,10,125
18,158,85,212,8,0,475,5,39
17,222,51,289,117,0,276,2,26
19,368,32,375,17,1,148,1,39
32,336,9,264,26,3,270,2,58
13,526,26,200,1,3,222,1,8
