103,97,116,87,124,115,132,112,114
92,90,147,97,181,88,128,87,90
84,80,141,91,211,86,123,101,83
67,74,405,70,78,79,78,77,72
69,67,482,58,73,76,45,63,67
58,54,561,56,59,59,51,54,48
48,52,265,55,62,42,370,50,56
41,273,88,52,38,39,387,40,42
39,161,335,36,48,39,260,44,38
34,56,637,27,41,34,113,32,26
43,29,267,41,38,33,487,29,33
27,30,335,22,29,21,471,38,27
25,22,59,29,24,24,771,27,19
21,20,13,25,23,28,833,18,19
18,29,20,25,21,22,827,18,20
16,12,73,16,14,13,824,10,22
22,15,9,12,19,22,869,17,15
17,11,9,20,13,11,905,8,6
10,13,14,17,8,14,890,16,18
10,13,10,10,12,13,912,11,9
8,9,6,13,10,7,930,8,9
6,6,8,7,8,8,941,3,13
8,10,6,14,6,6,931,7,12
7,8,3,8,4,9,948,8,5
6,2,9,2,5,8,960,6,2
8,8,5,3,9,6,949,4,8
9,3,7,4,6,9,958,3,1
6,4,7,6,6,10,948,5,8
2,6,5,12,6,4,952,6,7
5,3,3,3,6,5,964,3,8
4,1,6,4,2,6,966,6,5
4,3,2,2,2,2,978,4,3
3,0,3,4,0,2,984,1,3
4,2,5,2,2,2,977,2,4
3,2,3,1,2,6,976,5,2
2,1,1,4,1,3,984,3,1
4,2,2,3,4,1,982,1,1
1,4,0,1,3,0,986,4,1
2,2,0,3,2,1,989,0,1
3,1,2,5,1,4,982,0,2
