398,68,107,66,60,73,77,74,77
151,104,169,86,86,84,106,92,122
151,92,217,86,88,83,96,75,112
180,71,255,77,63,62,71,89,132
184,67,264,59,51,74,75,79,147
66,69,79,163,192,84,67,172,108
53,78,64,257,219,57,53,160,59
54,46,36,298,209,52,55,190,60
39,44,47,355,228,48,39,156,44
29,46,44,285,242,33,39,164,118
26,39,28,281,228,31,45,184,138
45,59,40,210,193,30,33,252,138
37,57,26,233,312,38,25,60,212
28,60,33,154,305,26,24,152,218
16,34,28,158,185,20,17,161,381
28,39,25,172,229,38,25,89,355
30,26,17,147,266,24,7,121,362
45,31,31,143,286,16,8,97,343
70,32,21,246,119,17,10,206,279
86,27,16,122,289,19,13,193,235
71,74,22,126,253,11,10,156,277
84,44,28,125,345,21,14,100,239
241,84,52,108,185,24,7,73,226
76,174,6,262,182,8,19,113,160
52,23,4,435,229,45,12,74,126
52,46,8,390,166,64,9,69,196
26,28,7,377,215,66,4,115,162
32,15,12,332,246,69,5,112,177
13,30,25,360,196,82,8,105,181
3,49,28,200,372,106,6,148,88
3,50,12,313,340,81,11,60,130
8,13,2,324,344,67,51,122,69
51,48,22,225,301,7,23,208,115
97,37,5,155,248,11,5,343,99
49,20,4,145,311,12,8,309,142
22,22,9,125,301,6,9,213,293
140,15,11,99,199,9,8,216,303
87,12,15,128,289,8,10,191,260
106,146,30,150,341,2,16,66,143
38,116,8,167,208,1,2,271,189
