Episode,Average Fitness
0,2297.2267814641923
1,2185.138627386725
2,2180.4718115502546
3,2179.821094730237
4,2179.6944728652984
5,2179.575676923816
6,2179.574638766428
7,2179.357502434803
8,2179.3573487187846
9,2179.3573387229726
10,2179.35733871863
11,2179.3573387186198
12,2179.3573387186198
13,2179.3573387186198
14,2179.3573387186198
15,2179.3573387186198
16,2179.3573387186198
17,2179.3573387186198
18,2179.3573387186198
19,2179.3573387186198
