Episode,Average Fitness
0,3450.0027485434425
1,3320.480401310227
2,3315.4540269909307
3,3314.8157566949058
4,3314.4265495412433
5,3314.1275084301983
6,3313.331125004134
7,3313.2893596181143
8,3313.289358275046
9,3313.2848084294938
10,3313.28447795234
11,3313.2844779378784
12,3313.2844779378784
13,3313.2844779378784
14,3313.2844779378784
15,3313.2844779378784
16,3313.2844779378784
17,3313.2844779378784
18,3313.2844779378784
19,3313.2844779378784
