Episode,Average Fitness
0,6569.006855149496
1,5732.128035836407
2,5578.551397289693
3,5537.828390961357
4,5520.710532557167
5,5513.529838615983
6,5508.189892105615
7,5504.661020490723
8,5502.758883923339
9,5501.794855646212
10,5500.773205080738
11,5500.116303205691
12,5498.799138455833
13,5498.391017663528
14,5497.467785424336
15,5496.702113852322
16,5496.469703782201
17,5496.210210882148
18,5495.355319292871
19,5494.667379267981
